PointID,Region_0,Region_1,Region_2
0,6167.8718194501,3137.3077861071,8624.9356265864
1,0,0,0
2,8778.5977178354,7402.9066265956,4232.8915197488
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,8579.7810821399,121.0207023489,8494.6024100801
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
