PointID,Region_0,Region_1,Region_2
0,0,0,0
1,0,0,0
2,7425.2169991439,4212.1811785500,3939.1554753685
3,0,0,0
4,0,0,0
5,431.5790336478,8223.1669434495,4770.9730342082
6,0.1493583963,7789.0672949439,4557.0217414445
7,0,0,0
8,3124.5494052698,7501.1653041858,3356.7533231957
9,852.3145103291,4373.7428568022,2527.5398666278
10,4690.6636140838,4873.3345122805,2463.3934455561
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
