PointID,Region_0,Region_1,Region_2
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,595.7559621102,11963.2490191109,6244.0856274468
5,251.2282844456,12307.8888884571,5426.5814018707
6,96.3352223052,11862.2415604858,5224.1871461210
7,0,0,0
8,0,0,0
9,22.0640755861,8651.7774729092,2661.5050130461
10,0,0,0
11,4808.2626138978,9011.8800258101,2949.2048033203
12,2561.9478132749,10174.1416439781,1732.0746759261
13,0,0,0
14,0,0,0
15,0,0,0
16,2769.7977082177,12233.8978191511,507.6110098566
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
