PointID,Region_0,Region_1,Region_2
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,693.9971243941,8082.8440730946,5450.6481498896
5,0,0,0
6,55.3137676764,7789.0672949439,4418.7760888727
7,0,0,0
8,1073.6630533752,7501.1653041858,888.8366412034
9,0,0,0
10,3321.2296352177,4873.3345122805,4398.1276310643
11,0,0,0
12,3406.2745250084,5384.5913515172,868.2596103493
13,0,0,0
14,0,0,0
15,0,0,0
16,2769.7977082177,7360.6498763277,140.9517008970
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
