PointID,Region_0,Region_1,Region_2
0,0,0,0
1,0,0,0
2,0,0,0
3,2540.5548899595,14063.9637404978,1097.0333967876
4,693.9971243941,11963.2490191109,5450.6481498896
5,0,0,0
6,55.3137676764,11862.2415604858,4418.7760888727
7,0,0,0
8,1073.6630533752,12285.5657829072,31.7316650089
9,22.0640755861,8651.7774729092,2931.2637872711
10,0,0,0
11,0,0,0
12,2561.9478132749,10174.1416439781,868.2596103493
13,0,0,0
14,0,0,0
15,0,0,0
16,2769.7977082177,12233.8978191511,6.8865322881
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
