PointID,Region_0,Region_1,Region_2
0,0,0,0
1,1853.8940093942,7292.0040727869,6329.7719609588
2,0,0,0
3,0,0,0
4,461.9598175068,11963.2490191109,6417.8460932907
5,0,0,0
6,55.3137676764,11862.2415604858,5417.7425191994
7,0,0,0
8,0,0,0
9,22.0640755861,8651.7774729092,3223.3047183789
10,0,0,0
11,0,0,0
12,2561.9478132749,10174.1416439781,3263.2530277622
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
