PointID,Region_0,Region_1,Region_2
0,1209.9412938786,223.5516137038,8683.7443542075
1,NaN,NaN,NaN
2,NaN,NaN,NaN
3,NaN,NaN,NaN
4,595.7559621102,7408.6982340506,6068.2522053233
5,251.2282844456,7833.0779008451,5211.0114133420
6,96.3352223052,7395.3766323129,5037.0904488170
7,NaN,NaN,NaN
8,NaN,NaN,NaN
9,283.3842259071,4517.7266763701,3223.3047183789
10,NaN,NaN,NaN
11,NaN,NaN,NaN
12,2528.4078507016,6443.7502271380,2728.7999330626
13,NaN,NaN,NaN
14,NaN,NaN,NaN
15,NaN,NaN,NaN
16,NaN,NaN,NaN
17,NaN,NaN,NaN
18,4556.7158177811,1010.6339791429,7724.3568082062
19,4159.5230636344,10263.2030452187,1862.5012777645
20,NaN,NaN,NaN
21,5219.3873916380,1795.0592050556,10003.1112303737
22,NaN,NaN,NaN
23,NaN,NaN,NaN
24,NaN,NaN,NaN
25,NaN,NaN,NaN
26,NaN,NaN,NaN
27,NaN,NaN,NaN
28,NaN,NaN,NaN
29,NaN,NaN,NaN
30,NaN,NaN,NaN
31,0.0000000000,NaN,NaN
32,NaN,0.0000000000,NaN
33,NaN,NaN,NaN
34,NaN,NaN,NaN
35,NaN,NaN,0.0000000000
36,NaN,NaN,NaN
