PointID,Region_0,Region_1,Region_2
0,3697.6324054683,2095.6195718229,4900.3779517911
1,NaN,NaN,NaN
2,2651.4613430124,3307.8014612023,1275.0493238740
3,NaN,NaN,NaN
4,595.7559621102,6001.9812928647,5089.2339723273
5,251.2282844456,6248.8643435075,4675.0354493654
6,96.3352223052,5825.8771828700,4339.5814035090
7,668.5915040537,4491.7637155152,71.1351296904
8,NaN,NaN,NaN
9,247.7844450570,2787.1891502834,1432.9949632156
10,NaN,NaN,NaN
11,NaN,NaN,NaN
12,1376.7372951163,4285.0857698015,810.8957158898
13,NaN,NaN,NaN
14,NaN,NaN,NaN
15,NaN,NaN,NaN
16,NaN,NaN,NaN
17,NaN,NaN,NaN
18,NaN,NaN,NaN
19,NaN,NaN,NaN
20,NaN,NaN,NaN
21,5875.8454964314,10.6640667076,5243.7205194559
22,NaN,NaN,NaN
23,NaN,NaN,NaN
24,NaN,NaN,NaN
25,NaN,NaN,NaN
26,NaN,NaN,NaN
27,NaN,NaN,NaN
28,NaN,NaN,NaN
29,NaN,NaN,NaN
30,NaN,NaN,NaN
31,0.0000000000,2942.8360829155,2408.1468618914
32,NaN,0.0000000000,NaN
33,NaN,NaN,NaN
34,3142.6164804329,2854.7053692244,1861.6836138969
35,NaN,NaN,0.0000000000
36,6338.5501922464,599.0966218654,5397.6122350309
