PointID,Region_0,Region_1,Region_2
0,3831.4894088419,3137.3077861071,8624.9356265864
1,2074.5769202008,3749.8838151041,7435.5900053253
2,7129.3377285426,7402.9066265956,4232.8915197488
3,NaN,NaN,NaN
4,NaN,NaN,NaN
5,3084.1687212118,8948.0348282849,7924.5489864486
6,NaN,NaN,NaN
7,NaN,NaN,NaN
8,NaN,NaN,NaN
9,852.3145103291,5680.5074668524,4920.8381707682
10,NaN,NaN,NaN
11,NaN,NaN,NaN
12,NaN,NaN,NaN
13,6263.5259699018,121.0207023489,8494.6024100801
14,NaN,NaN,NaN
15,NaN,NaN,NaN
16,NaN,NaN,NaN
17,NaN,NaN,NaN
18,NaN,NaN,NaN
19,NaN,NaN,NaN
20,NaN,NaN,NaN
21,NaN,NaN,NaN
22,NaN,NaN,NaN
23,NaN,NaN,NaN
24,NaN,NaN,NaN
25,NaN,NaN,NaN
26,NaN,NaN,NaN
27,NaN,NaN,NaN
28,NaN,NaN,NaN
29,NaN,NaN,NaN
30,NaN,NaN,NaN
31,0.0000000000,NaN,NaN
32,NaN,0.0000000000,NaN
33,NaN,NaN,NaN
34,NaN,NaN,NaN
35,NaN,NaN,0.0000000000
36,NaN,NaN,NaN
